"au_code","au_name","Maori_2001","Maori_2006","Maori_2013","Total_2001","Total_2006","Total_2013","per_01","per_06","per_13"
573102,"Wellington City-Marinas",NA,NA,NA,33,18,36,NA,NA,NA
573200,"Aro Street-Nairn Street",123,96,123,3312,3816,3897,0.0371376811594203,0.0251572327044025,0.031562740569669
573300,"Mt Cook-Wallace Street",114,126,141,3525,4851,5112,0.0323404255319149,0.025974025974026,0.0275821596244131
573400,"Mt Victoria West",126,102,129,5013,5229,5400,0.0251346499102334,0.0195065978198508,0.0238888888888889
573511,"Glenside North",6,9,12,150,339,345,0.04,0.0265486725663717,0.0347826086956522
573513,"Churton Park North",9,21,21,1608,2481,2889,0.00559701492537313,0.00846432889963724,0.00726895119418484
573514,"Churton Park South",39,42,45,2604,2994,3237,0.0149769585253456,0.0140280561122244,0.0139017608897127
573522,"Grenada North",36,27,30,348,336,348,0.103448275862069,0.0803571428571429,0.0862068965517241
573523,"Grenada Village",18,18,30,915,981,1248,0.019672131147541,0.018348623853211,0.0240384615384615
573524,"Newlands East",9,12,6,450,597,708,0.02,0.0201005025125628,0.00847457627118644
573525,"Takapu",3,3,6,174,237,303,0.0172413793103448,0.0126582278481013,0.0198019801980198
573526,"Horokiwi",3,0,3,174,183,180,0.0172413793103448,0,0.0166666666666667
573600,"Johnsonville North",39,36,51,1725,1758,1857,0.0226086956521739,0.0204778156996587,0.0274636510500808
573700,"Johnsonville Central",66,102,93,3063,3387,3738,0.0215475024485798,0.0301151461470328,0.0248796147672552
573801,"Paparangi West",33,21,30,1137,1083,1113,0.029023746701847,0.0193905817174515,0.0269541778975741
573802,"Johnsonville East",21,21,36,786,864,972,0.0267175572519084,0.0243055555555556,0.037037037037037
573901,"Paparangi",27,36,21,1620,1659,1725,0.0166666666666667,0.0216998191681736,0.0121739130434783
573902,"Woodridge",18,12,24,756,1023,1329,0.0238095238095238,0.0117302052785924,0.018058690744921
573903,"Newlands North",78,102,69,2448,2475,2658,0.0318627450980392,0.0412121212121212,0.0259593679458239
574001,"Newlands South",75,102,120,3255,3525,3696,0.0230414746543779,0.028936170212766,0.0324675324675325
574002,"Ngauranga East",3,NA,3,36,27,39,0.0833333333333333,NA,0.0769230769230769
574100,"Raroa",78,66,54,3063,3276,3732,0.0254652301665034,0.0201465201465201,0.0144694533762058
574200,"Khandallah Park-Broadmeadows",30,36,27,2625,2757,2793,0.0114285714285714,0.0130576713819369,0.00966702470461869
574302,"Te Kainga",45,42,39,3435,3633,3768,0.0131004366812227,0.0115606936416185,0.0103503184713376
574303,"Ngauranga West",NA,NA,NA,0,6,6,NA,NA,NA
574304,"Rangoon Heights",36,27,39,2097,2238,2514,0.0171673819742489,0.0120643431635389,0.0155131264916468
574401,"Awarua",27,36,42,3000,3015,3156,0.009,0.0119402985074627,0.0133079847908745
574402,"Ngaio South",69,60,48,2910,3045,3138,0.0237113402061856,0.0197044334975369,0.0152963671128107
574500,"Kaiwharawhara",NA,3,3,18,63,141,NA,0.0476190476190476,0.0212765957446809
574600,"Wadestown",39,54,51,3354,3549,3516,0.0116279069767442,0.0152155536770921,0.0145051194539249
574701,"Crofton Downs",21,21,21,1308,1410,1548,0.0160550458715596,0.0148936170212766,0.0135658914728682
574702,"Wilton",69,63,57,1860,2034,2049,0.0370967741935484,0.0309734513274336,0.0278184480234261
574703,"Northland North",15,27,18,744,765,753,0.0201612903225806,0.0352941176470588,0.0239043824701195
574800,"Karori North",24,21,30,2253,2520,2595,0.0106524633821571,0.00833333333333333,0.0115606936416185
574900,"Karori Park",108,93,87,3936,4119,4338,0.0274390243902439,0.0225782957028405,0.0200553250345781
575000,"Karori East",33,36,51,3381,3465,3504,0.00976042590949423,0.0103896103896104,0.0145547945205479
575100,"Karori South",60,66,57,3651,3903,4248,0.0164338537387017,0.0169100691775557,0.0134180790960452
575200,"Northland",42,33,54,2385,2577,2691,0.0176100628930818,0.0128055878928987,0.020066889632107
575300,"Kelburn",57,66,78,3492,3651,3615,0.0163230240549828,0.0180772391125719,0.0215767634854772
575400,"Taitville",9,6,9,420,447,450,0.0214285714285714,0.0134228187919463,0.02
575500,"Mitchelltown",21,18,15,570,591,687,0.0368421052631579,0.0304568527918782,0.0218340611353712
575600,"Brooklyn",78,72,111,3687,3858,4074,0.0211554109031733,0.0186625194401244,0.0272459499263623
575701,"Vogeltown West",18,24,30,1008,1101,1113,0.0178571428571429,0.0217983651226158,0.0269541778975741
575702,"Vogeltown",24,15,24,780,789,891,0.0307692307692308,0.0190114068441065,0.0269360269360269
575800,"Kingston-Mornington",36,66,57,2139,2256,2208,0.0168302945301543,0.0292553191489362,0.0258152173913043
575901,"Brooklyn South",12,12,15,861,906,1032,0.0139372822299652,0.0132450331125828,0.0145348837209302
575902,"Happy Valley-Owhiro Bay",48,51,48,1410,1659,1740,0.0340425531914894,0.0307414104882459,0.0275862068965517
576001,"Island Bay West",81,111,75,3099,3327,3339,0.0261374636979671,0.0333633904418395,0.0224618149146451
576002,"Island Bay East",81,78,87,3246,3330,3525,0.0249537892791128,0.0234234234234234,0.0246808510638298
576100,"Melrose-Houghton Bay-Southgate",90,90,96,3300,3492,3564,0.0272727272727273,0.0257731958762887,0.0269360269360269
576200,"Berhampore West",93,84,87,2367,2598,2601,0.0392902408111534,0.0323325635103926,0.0334486735870819
576301,"Newtown West",123,84,96,2556,2691,3138,0.0481220657276995,0.0312151616499443,0.0305927342256214
576302,"Berhampore East",45,42,27,999,999,1008,0.045045045045045,0.042042042042042,0.0267857142857143
576400,"Newtown East",225,150,195,4395,4719,4875,0.0511945392491468,0.0317863954227591,0.04
576500,"Adelaide",42,21,36,846,942,1023,0.049645390070922,0.0222929936305732,0.0351906158357771
576600,"Oriental Bay",15,12,15,1059,1116,1053,0.0141643059490085,0.010752688172043,0.0142450142450142
576700,"Roseneath",24,21,30,1545,1692,1731,0.0155339805825243,0.0124113475177305,0.0173310225303293
576800,"Hataitai North",84,72,84,3999,4473,4563,0.0210052513128282,0.0160965794768612,0.0184089414858646
576901,"Kilbirnie East",135,111,138,2901,3333,3216,0.046535677352637,0.0333033303330333,0.042910447761194
576903,"Kilbirnie West-Hataitai South",78,72,75,2934,3096,3207,0.0265848670756646,0.0232558139534884,0.0233863423760524
576904,"Evans Bay Marina",NA,NA,NA,3,9,21,NA,NA,NA
577000,"Lyall Bay-Airport-Moa Point",123,102,84,2868,3006,3042,0.0428870292887029,0.0339321357285429,0.0276134122287968
577101,"Seatoun Tunnel West",9,9,9,597,657,699,0.0150753768844221,0.0136986301369863,0.0128755364806867
577102,"Strathmore Park",150,144,153,3630,3768,3702,0.0413223140495868,0.0382165605095541,0.0413290113452188
577200,"Miramar South",60,75,96,3138,3471,3579,0.0191204588910134,0.0216076058772688,0.0268231349538977
577301,"Miramar North",51,66,45,2340,2502,2505,0.0217948717948718,0.026378896882494,0.0179640718562874
577302,"Miramar",45,48,63,2241,2322,2412,0.0200803212851406,0.020671834625323,0.0261194029850746
577400,"Karaka Bay-Worser Bay",12,15,36,1329,1419,1443,0.0090293453724605,0.0105708245243129,0.0249480249480249
577500,"Seatoun",30,27,54,1998,2139,2235,0.015015015015015,0.0126227208976157,0.0241610738255034
577601,"Maupuia",45,51,51,1416,1404,1497,0.0317796610169492,0.0363247863247863,0.0340681362725451
577602,"Miramar West",9,21,18,312,414,399,0.0288461538461538,0.0507246376811594,0.0451127819548872
577700,"Makara-Ohariu",21,27,12,702,759,840,0.0299145299145299,0.0355731225296443,0.0142857142857143
577900,"Mangatainoka",30,30,18,1617,1569,1560,0.0185528756957328,0.0191204588910134,0.0115384615384615
578000,"Pahiatua",111,150,75,2610,2562,2412,0.0425287356321839,0.0585480093676815,0.0310945273631841
578100,"Eketahuna",18,9,18,579,456,441,0.0310880829015544,0.0197368421052632,0.0408163265306122
578200,"Nireaha-Tiraumea",27,15,24,1161,1077,1023,0.0232558139534884,0.0139275766016713,0.0234604105571848
578301,"Homebush-Te Ore Ore",18,30,18,513,573,552,0.0350877192982456,0.0523560209424084,0.0326086956521739
578302,"Opaki-Fernridge",27,21,12,1197,1251,1416,0.0225563909774436,0.0167865707434053,0.00847457627118644
578401,"Kopuaranga",30,24,12,1371,1440,1572,0.0218818380743982,0.0166666666666667,0.00763358778625954
578402,"Whareama",33,42,30,1746,1686,1683,0.0189003436426117,0.0249110320284698,0.017825311942959
578600,"Masterton Central",30,21,30,684,585,579,0.043859649122807,0.0358974358974359,0.0518134715025907
578700,"Masterton West",99,99,84,3078,3000,3030,0.0321637426900585,0.033,0.0277227722772277
578800,"Masterton East",348,330,306,3474,3393,3576,0.100172711571675,0.0972590627763042,0.0855704697986577
578901,"Solway North",99,93,105,2184,2220,2367,0.0453296703296703,0.0418918918918919,0.0443599493029151
578902,"Solway South",132,138,96,2829,2910,2991,0.0466595970307529,0.0474226804123711,0.0320962888665998
579000,"Ngaumutawa",51,36,45,1293,1380,1377,0.0394431554524362,0.0260869565217391,0.0326797385620915
579100,"Masterton Railway",36,24,18,282,297,282,0.127659574468085,0.0808080808080808,0.0638297872340425
579200,"Lansdowne",123,147,141,3975,3888,3930,0.0309433962264151,0.0378086419753086,0.0358778625954198
579400,"Waingawa",6,6,6,261,312,480,0.0229885057471264,0.0192307692307692,0.0125
579501,"Mt Holdsworth",18,21,12,1092,1179,1350,0.0164835164835165,0.0178117048346056,0.00888888888888889
579502,"Te Wharau",30,9,27,1395,1488,1722,0.021505376344086,0.00604838709677419,0.0156794425087108
579700,"Carterton",114,102,135,4101,4122,4686,0.027798098024872,0.024745269286754,0.028809218950064
579802,"Tuturumuri",15,9,0,435,441,390,0.0344827586206897,0.0204081632653061,0
579803,"Kahutara",54,54,57,2580,2718,3213,0.0209302325581395,0.0198675496688742,0.0177404295051354
579804,"Inland Water-Lake Wairarapa",NA,NA,NA,0,0,0,NA,NA,NA
579900,"Greytown",51,51,48,2046,2064,2202,0.0249266862170088,0.0247093023255814,0.0217983651226158
580000,"Featherston",72,72,72,2325,2340,2253,0.0309677419354839,0.0307692307692308,0.0319573901464714
580100,"Martinborough",72,42,30,1356,1326,1473,0.0530973451327434,0.0316742081447964,0.0203665987780041
580200,"Havelock",18,15,12,471,486,486,0.0382165605095541,0.0308641975308642,0.0246913580246914
580300,"Renwick",15,27,39,1785,1875,2118,0.00840336134453781,0.0144,0.018413597733711
580410,"Woodbourne",15,21,6,672,675,399,0.0223214285714286,0.0311111111111111,0.0150375939849624
580420,"Omaka",9,3,9,795,903,849,0.0113207547169811,0.00332225913621262,0.0106007067137809
580431,"Spring Creek-Grovetown",24,36,18,1221,1275,1275,0.0196560196560197,0.0282352941176471,0.0141176470588235
580432,"Riverlands",6,9,9,339,462,468,0.0176991150442478,0.0194805194805195,0.0192307692307692
580442,"Waikawa",75,39,42,987,1158,1311,0.0759878419452888,0.0336787564766839,0.0320366132723112
580445,"Marlborough Sounds Coastal Marine",3,3,NA,66,48,36,0.0454545454545455,0.0625,NA
580446,"Marlborough Sounds Terrestrial",63,51,51,3195,3408,3234,0.0197183098591549,0.0149647887323944,0.0157699443413729
580447,"Wairau North",3,3,9,366,411,435,0.00819672131147541,0.0072992700729927,0.0206896551724138
580448,"Tuamarina",21,24,18,930,1053,1122,0.0225806451612903,0.0227920227920228,0.0160427807486631
580449,"Rapaura",9,9,12,1062,1194,1200,0.00847457627118644,0.00753768844221105,0.01
580450,"Wairau South",6,12,21,1206,1482,1527,0.00497512437810945,0.00809716599190283,0.0137524557956778
580451,"Weld Pass",0,3,0,162,225,210,0,0.0133333333333333,0
580452,"Fairhall",0,6,6,198,294,381,0,0.0204081632653061,0.015748031496063
580600,"Severn",NA,NA,NA,9,6,3,NA,NA,NA
580801,"Ward",6,9,9,900,903,930,0.00666666666666667,0.00996677740863787,0.00967741935483871
580802,"Seddon",3,15,12,477,513,504,0.00628930817610063,0.0292397660818713,0.0238095238095238
580900,"Lake Tennyson",NA,NA,NA,0,6,0,NA,NA,NA
581100,"Picton",129,111,111,3000,2928,2745,0.043,0.0379098360655738,0.0404371584699454
581210,"Springlands",60,51,51,3495,3855,4254,0.0171673819742489,0.0132295719844358,0.0119887165021157
581220,"Mayfield",105,111,93,2688,2775,2739,0.0390625,0.04,0.0339539978094195
581230,"Blenheim Central",78,72,81,2616,2736,2706,0.0298165137614679,0.0263157894736842,0.0299334811529933
581240,"Whitney",93,81,105,4002,4161,4299,0.0232383808095952,0.0194664744051911,0.0244242847173761
581250,"Redwoodtown",111,129,132,4887,5163,5352,0.0227133210558625,0.0249854735618826,0.0246636771300448
581260,"Witherlea",36,63,51,4017,4566,4836,0.00896191187453323,0.0137976346911958,0.010545905707196
581400,"Kaikoura Township",96,105,93,2103,2172,1971,0.0456490727532097,0.0483425414364641,0.0471841704718417
581500,"Kaikoura Rural",42,39,51,1377,1449,1581,0.0305010893246187,0.0269151138716356,0.032258064516129
581601,"Golden Bay",72,66,60,3603,3678,3756,0.0199833472106578,0.0179445350734095,0.0159744408945687
581602,"Takaka",30,18,21,1188,1152,1236,0.0252525252525253,0.015625,0.0169902912621359
581713,"Glenduan",6,3,6,423,450,477,0.0141843971631206,0.00666666666666667,0.0125786163522013
581715,"Ngawhatu",9,15,18,969,1344,2427,0.00928792569659443,0.0111607142857143,0.00741656365883807
581717,"Aniseed Hill",3,0,6,435,627,684,0.00689655172413793,0,0.0087719298245614
581720,"Hope",18,15,15,1113,1191,1149,0.0161725067385445,0.0125944584382872,0.0130548302872063
581721,"Saxton Island",NA,NA,NA,0,0,0,NA,NA,NA
581722,"Waimea Inlet East",NA,NA,NA,0,0,0,NA,NA,NA
581723,"Saxton",12,12,24,1350,1698,1926,0.00888888888888889,0.00706713780918728,0.0124610591900312
581724,"Best Island",3,3,0,87,87,90,0.0344827586206897,0.0344827586206897,0
581725,"Bell Island",NA,NA,NA,0,0,0,NA,NA,NA
581726,"Ranzau",12,9,15,699,729,804,0.0171673819742489,0.0123456790123457,0.0186567164179104
581811,"Richmond Hill",0,0,3,69,57,69,0,0,0.0434782608695652
581812,"Whangamoa",0,15,18,675,870,885,0,0.0172413793103448,0.0203389830508475
581822,"Brightwater",12,15,12,1425,1794,1749,0.00842105263157895,0.00836120401337793,0.00686106346483705
581823,"Wakefield",15,18,12,1500,1875,2103,0.01,0.0096,0.00570613409415121
581825,"Mapua",15,15,24,1617,1878,2013,0.00927643784786642,0.00798722044728434,0.0119225037257824
581831,"Inlet-Motueka",NA,NA,NA,0,0,0,NA,NA,NA
581832,"Kaiteriteri",15,15,18,870,735,789,0.0172413793103448,0.0204081632653061,0.0228136882129278
581833,"Motueka Outer",69,66,57,3576,3813,4119,0.0192953020134228,0.017309205350118,0.0138383102694829
581834,"Rabbit Island",NA,NA,NA,12,6,3,NA,NA,NA
581835,"Waimea Inlet West",NA,NA,NA,6,6,6,NA,NA,NA
581836,"Wai-Iti",42,42,36,4365,4890,5427,0.00962199312714777,0.00858895705521472,0.0066334991708126
581841,"Golden Downs",18,9,9,888,912,888,0.0202702702702703,0.00986842105263158,0.0101351351351351
581842,"Lake Rotoroa",6,9,9,621,603,618,0.00966183574879227,0.0149253731343284,0.0145631067961165
581843,"Murchison",3,3,3,555,498,492,0.00540540540540541,0.00602409638554217,0.00609756097560976
581844,"Tapawera",18,24,6,384,405,396,0.046875,0.0592592592592593,0.0151515151515152
581850,"Riwaka",24,15,27,876,849,867,0.0273972602739726,0.0176678445229682,0.0311418685121107
582000,"Clifton",3,9,15,1098,1089,1311,0.00273224043715847,0.00826446280991736,0.011441647597254
582100,"Atawhai",30,30,33,2154,2208,2556,0.0139275766016713,0.0135869565217391,0.0129107981220657
582200,"Port Nelson",6,3,3,90,99,78,0.0666666666666667,0.0303030303030303,0.0384615384615385
582300,"The Wood",69,60,54,2730,2820,2868,0.0252747252747253,0.0212765957446809,0.0188284518828452
582401,"Britannia",21,21,24,1443,1335,1263,0.0145530145530146,0.0157303370786517,0.0190023752969121
582402,"Washington",135,105,120,2718,2772,2883,0.0496688741721854,0.0378787878787879,0.0416233090530697
582500,"Trafalgar",9,9,6,423,408,477,0.0212765957446809,0.0220588235294118,0.0125786163522013
582600,"Maitai",18,21,24,603,597,606,0.0298507462686567,0.0351758793969849,0.0396039603960396
582700,"Kirks",24,21,12,813,795,825,0.029520295202952,0.0264150943396226,0.0145454545454545
582800,"Bronte",15,27,21,1812,1713,1710,0.00827814569536424,0.0157618213660245,0.012280701754386
582900,"Atmore",24,24,21,1278,1215,1206,0.0187793427230047,0.0197530864197531,0.0174129353233831
583000,"Tahunanui",63,63,54,1986,2001,2100,0.0317220543806647,0.0314842578710645,0.0257142857142857
583100,"Tahuna Hills",24,36,48,2061,2127,2247,0.0116448326055313,0.0169252468265162,0.0213618157543391
583201,"Toi Toi",78,96,69,1665,1596,1665,0.0468468468468468,0.0601503759398496,0.0414414414414414
583202,"Broads",51,54,66,1539,1563,1512,0.0331384015594542,0.0345489443378119,0.0436507936507936
583300,"Grampians",48,63,57,1986,2037,2331,0.0241691842900302,0.0309278350515464,0.0244530244530245
583400,"The Brook",42,18,30,1185,1167,1404,0.0354430379746835,0.0154241645244216,0.0213675213675214
583500,"Nelson Airport",18,24,33,849,843,879,0.0212014134275618,0.0284697508896797,0.037542662116041
583600,"Nayland",6,18,18,657,735,828,0.0091324200913242,0.0244897959183673,0.0217391304347826
583700,"Enner Glynn",45,45,66,2796,3075,3156,0.0160944206008584,0.0146341463414634,0.0209125475285171
583800,"Maitlands",33,30,45,2412,2385,2442,0.013681592039801,0.0125786163522013,0.0184275184275184
583900,"Isel Park",87,90,84,2691,2766,3165,0.032329988851728,0.0325379609544469,0.0265402843601896
584000,"Langbein",39,39,48,3042,3192,3213,0.0128205128205128,0.012218045112782,0.0149393090569561
584201,"Richmond East",60,66,48,5055,5727,5994,0.0118694362017804,0.0115243583027763,0.00800800800800801
584202,"Richmond West",72,51,54,5526,5988,6282,0.0130293159609121,0.00851703406813627,0.00859598853868195
584301,"Motueka West",135,129,120,3429,3414,3669,0.0393700787401575,0.0377855887521968,0.0327064595257563
584303,"Motueka East",108,117,117,3453,3708,3927,0.0312771503040834,0.0315533980582524,0.0297937356760886
584304,"Moutere Inlet",NA,NA,NA,0,0,0,NA,NA,NA
584305,"Jackett Island",NA,NA,NA,9,6,9,NA,NA,NA
584402,"Karamea",3,6,3,441,423,378,0.00680272108843537,0.0141843971631206,0.00793650793650794
584403,"Hector-Ngakawau",12,9,6,300,231,219,0.04,0.038961038961039,0.0273972602739726
584404,"Granity",6,12,18,243,219,237,0.0246913580246914,0.0547945205479452,0.0759493670886076
584405,"Orowaiti",12,0,9,639,609,720,0.0187793427230047,0,0.0125
584407,"Little Wanganui",6,3,3,204,204,204,0.0294117647058824,0.0147058823529412,0.0147058823529412
