"au_code","au_name","Maori_2001","Maori_2006","Maori_2013","Total_2001","Total_2006","Total_2013","per_01","per_06","per_13"
586304,"Southbrook",9,12,18,651,744,801,0.0138248847926267,0.0161290322580645,0.0224719101123595
586305,"Kingsbury",6,6,18,1575,1833,2115,0.00380952380952381,0.00327332242225859,0.00851063829787234
586306,"Rangiora North",51,51,45,3129,3219,3276,0.0162991371045062,0.0158434296365331,0.0137362637362637
586307,"Rangiora West",24,36,27,2115,2535,2808,0.0113475177304965,0.0142011834319527,0.00961538461538462
586308,"Rangiora Central",18,18,33,1788,1896,1905,0.0100671140939597,0.00949367088607595,0.0173228346456693
586403,"Kaiapoi South",42,42,39,2067,2196,2052,0.0203193033381713,0.0191256830601093,0.0190058479532164
586404,"Mansfield",18,27,12,1959,1965,1845,0.00918836140888208,0.0137404580152672,0.00650406504065041
586405,"Courtenay",3,6,6,582,873,471,0.00515463917525773,0.00687285223367698,0.0127388535031847
586407,"Kaiapoi East",39,36,18,2232,2259,918,0.0174731182795699,0.0159362549800797,0.0196078431372549
586408,"Kaiapoi North West",30,21,39,1248,1260,1395,0.0240384615384615,0.0166666666666667,0.0279569892473118
586409,"Kaiapoi North East",12,12,21,234,810,1488,0.0512820512820513,0.0148148148148148,0.0141129032258065
586501,"Clarkville",6,9,9,792,972,1137,0.00757575757575758,0.00925925925925926,0.0079155672823219
586503,"Kaiapoi West",27,27,27,1095,1023,1047,0.0246575342465753,0.0263929618768328,0.0257879656160458
586504,"Silverstream",0,0,0,39,54,39,0,0,0
586603,"Mandeville",15,12,15,1392,1893,2637,0.0107758620689655,0.0063391442155309,0.00568828213879408
586604,"Ohoka",9,3,3,750,951,1128,0.012,0.00315457413249211,0.00265957446808511
586605,"West Eyreton",6,18,12,708,1014,1257,0.00847457627118644,0.0177514792899408,0.00954653937947494
586606,"Eyrewell",3,12,18,447,717,1260,0.00671140939597315,0.0167364016736402,0.0142857142857143
586801,"Ashley Gorge",6,6,6,1053,1263,1707,0.0056980056980057,0.00475059382422803,0.00351493848857645
586802,"Oxford",6,9,9,1581,1716,1905,0.00379506641366224,0.00524475524475524,0.0047244094488189
586900,"Darfield",18,27,15,1548,1671,1935,0.0116279069767442,0.0161579892280072,0.00775193798449612
587010,"Kirwee",21,21,30,2499,2841,3486,0.00840336134453781,0.00739176346356917,0.00860585197934595
587020,"Burnham Military Camp",90,87,60,1137,1206,1089,0.079155672823219,0.0721393034825871,0.0550964187327824
587100,"Malvern",36,39,36,2595,2745,3117,0.0138728323699422,0.014207650273224,0.0115495668912416
587302,"Halswell South",18,15,24,2052,2301,2277,0.0087719298245614,0.00651890482398957,0.0105401844532279
587303,"Oaklands West",21,15,21,2481,2439,2361,0.00846432889963724,0.00615006150061501,0.00889453621346887
587304,"Oaklands East",39,42,36,3354,3270,3318,0.0116279069767442,0.0128440366972477,0.0108499095840868
587400,"Hornby North",126,114,99,3090,3174,3267,0.0407766990291262,0.0359168241965974,0.0303030303030303
587500,"Hornby South",123,108,141,4791,4833,5037,0.0256731371321227,0.0223463687150838,0.0279928528886242
587701,"Sockburn",84,81,99,5562,5706,6342,0.0151024811218986,0.0141955835962145,0.0156102175969726
587702,"Wigram",45,75,69,1641,2418,3615,0.0274223034734918,0.0310173697270471,0.0190871369294606
587811,"Yaldhurst",6,3,9,585,642,1386,0.0102564102564103,0.00467289719626168,0.00649350649350649
587812,"Broomfield",90,72,69,2460,2418,2613,0.0365853658536585,0.0297766749379653,0.026406429391504
587821,"Paparua",96,42,57,1065,960,822,0.0901408450704225,0.04375,0.0693430656934307
587822,"Templeton",42,39,39,1575,1569,1788,0.0266666666666667,0.0248565965583174,0.0218120805369128
587830,"Islington",54,84,66,2226,2676,2997,0.0242587601078167,0.031390134529148,0.022022022022022
587842,"Halswell West",3,3,3,372,495,501,0.00806451612903226,0.00606060606060606,0.00598802395209581
587844,"Westmorland",6,9,15,1416,1506,1836,0.00423728813559322,0.00597609561752988,0.00816993464052288
587845,"Aidanfield",0,24,21,93,1296,2892,0,0.0185185185185185,0.00726141078838174
587846,"Halswell Domain",0,9,15,162,1272,1578,0,0.00707547169811321,0.00950570342205323
587847,"Hendersons Basin",12,12,6,678,696,660,0.0176991150442478,0.0172413793103448,0.00909090909090909
587848,"Prebbleton",15,12,21,846,1824,2310,0.0177304964539007,0.00657894736842105,0.00909090909090909
587849,"Trents-Ladbrooks",0,6,15,969,1176,1707,0,0.00510204081632653,0.00878734622144113
587902,"Mcleans Island",3,0,3,243,231,231,0.0123456790123457,0,0.012987012987013
587903,"Kennedys Bush",3,3,0,372,447,651,0.00806451612903226,0.00671140939597315,0
587904,"West Melton",51,63,96,4581,5505,7056,0.0111329404060249,0.0114441416893733,0.0136054421768707
587905,"Taitapu",6,0,18,417,411,624,0.0143884892086331,0,0.0288461538461538
588101,"Redwood North",24,48,45,3447,4140,4143,0.00696257615317668,0.0115942028985507,0.0108616944243302
588102,"Redwood South",27,27,27,2745,3006,2901,0.00983606557377049,0.00898203592814371,0.0093071354705274
588200,"Styx Mill",54,48,57,2601,3120,3105,0.0207612456747405,0.0153846153846154,0.0183574879227053
588300,"Casebrook",57,90,48,2367,2367,2490,0.0240811153358682,0.0380228136882129,0.0192771084337349
588401,"Belfast South",3,12,18,204,2469,3543,0.0147058823529412,0.00486026731470231,0.00508044030482642
588402,"Sawyers Arms",39,27,30,2880,3123,3183,0.0135416666666667,0.00864553314121038,0.00942507068803016
588500,"Bishopdale North",60,57,60,4515,4575,4686,0.0132890365448505,0.0124590163934426,0.0128040973111396
588600,"Harewood",51,42,51,2757,3231,3219,0.0184983677910773,0.0129990714948932,0.0158434296365331
588700,"Bishopdale",39,33,18,2403,2454,2421,0.0162297128589263,0.0134474327628362,0.00743494423791822
588800,"Russley",30,36,27,2757,2994,3174,0.0108813928182807,0.0120240480961924,0.00850661625708885
588900,"Burnside",24,24,18,2313,2370,2325,0.0103761348897536,0.010126582278481,0.00774193548387097
589000,"Wairarapa",45,36,33,1761,1830,1836,0.0255536626916525,0.019672131147541,0.0179738562091503
589100,"Jellie Park",69,72,81,2322,2535,2658,0.0297157622739018,0.0284023668639053,0.0304740406320542
589200,"Bryndwr",21,15,21,3057,3084,2985,0.00686947988223749,0.00486381322957198,0.00703517587939699
589300,"Holmwood",9,9,9,2244,2229,2007,0.00401069518716578,0.00403768506056528,0.00448430493273543
589400,"Fendalton",27,21,21,2757,2901,2874,0.00979325353645267,0.00723888314374354,0.00730688935281837
589500,"Deans Bush",12,9,9,1620,1671,1593,0.00740740740740741,0.00538599640933573,0.00564971751412429
589601,"Hawthornden",9,6,21,3177,3306,3174,0.0028328611898017,0.00181488203266788,0.00661625708884688
589602,"Merrin",9,12,9,1512,1578,1479,0.00595238095238095,0.00760456273764259,0.00608519269776876
589700,"Westburn",24,18,15,2730,2868,2937,0.00879120879120879,0.00627615062761506,0.00510725229826353
589800,"Avonhead West",24,27,27,2943,2967,3063,0.00815494393476045,0.00910010111223458,0.00881488736532811
589900,"Avonhead",24,15,27,3531,3531,3558,0.00679694137638063,0.00424808836023789,0.0075885328836425
590000,"Ilam",39,42,45,4014,4338,4854,0.00971599402092676,0.00968188105117566,0.00927070457354759
590100,"Upper Riccarton",45,12,36,2511,2889,3066,0.017921146953405,0.00415368639667705,0.0117416829745597
590200,"Wharenui",39,30,42,2367,2409,2577,0.0164765525982256,0.012453300124533,0.0162980209545984
590300,"Middleton",39,24,24,1107,1233,1779,0.035230352303523,0.0194647201946472,0.0134907251264755
590400,"Belfast",66,60,72,3597,3966,4263,0.018348623853211,0.0151285930408472,0.0168895144264602
590501,"Travis Wetland",27,51,63,2307,4002,4794,0.011703511053316,0.012743628185907,0.0131414267834793
590504,"Mairehau North",9,15,15,468,999,1746,0.0192307692307692,0.015015015015015,0.00859106529209622
590505,"Westhaven",21,12,24,1953,2361,2409,0.010752688172043,0.00508259212198221,0.0099626400996264
590506,"Highfield Park",6,3,12,882,900,828,0.00680272108843537,0.00333333333333333,0.0144927536231884
590507,"Prestons",3,6,3,213,198,285,0.0140845070422535,0.0303030303030303,0.0105263157894737
590602,"Parklands",63,96,78,4956,4923,4743,0.0127118644067797,0.0195003046922608,0.0164452877925364
590603,"Waimairi Beach",33,39,30,2061,2889,3336,0.0160116448326055,0.0134994807892004,0.00899280575539568
590604,"Styx",24,21,36,2160,2715,2289,0.0111111111111111,0.00773480662983425,0.0157273918741809
590701,"Mona Vale",24,18,24,2343,2439,2322,0.0102432778489117,0.00738007380073801,0.0103359173126615
590702,"Riccarton West",48,63,42,2280,2643,2883,0.0210526315789474,0.0238365493757094,0.0145681581685744
590800,"Riccarton",60,39,48,3309,3792,4068,0.0181323662737987,0.0102848101265823,0.0117994100294985
590900,"Riccarton South",12,21,21,420,456,546,0.0285714285714286,0.0460526315789474,0.0384615384615385
591101,"Cashmere West",30,24,24,3102,3120,3078,0.00967117988394584,0.00769230769230769,0.00779727095516569
591102,"Cashmere East",42,27,24,3405,3756,3756,0.0123348017621145,0.00718849840255591,0.00638977635782748
591200,"Rapaki Track",15,27,24,1470,1557,1368,0.0102040816326531,0.0173410404624277,0.0175438596491228
591300,"Heathcote Valley",24,30,45,1701,1980,1983,0.0141093474426808,0.0151515151515152,0.0226928895612708
591500,"Cathedral Square",21,33,9,1044,1089,501,0.0201149425287356,0.0303030303030303,0.0179640718562874
591600,"Hagley Park",21,24,24,1659,1908,1023,0.0126582278481013,0.0125786163522013,0.0234604105571848
591700,"Avon Loop",153,99,81,4560,4659,3375,0.0335526315789474,0.021249195106246,0.024
591800,"Northcote",39,51,60,2364,2415,2427,0.016497461928934,0.0211180124223602,0.0247218788627936
591900,"Papanui",36,42,18,3435,3543,3645,0.0104803493449782,0.0118543607112616,0.00493827160493827
592000,"Aorangi",69,72,63,5301,5379,5478,0.0130164119977363,0.0133853876185165,0.011500547645126
592100,"Strowan",33,27,30,3834,3960,3705,0.00860719874804382,0.00681818181818182,0.00809716599190283
592200,"Merivale",27,21,21,3036,3015,2709,0.00889328063241107,0.00696517412935323,0.00775193798449612
592300,"Rutland",54,60,54,5022,5190,5121,0.010752688172043,0.0115606936416185,0.0105448154657293
592401,"St Albans West",36,30,18,2445,2520,2421,0.0147239263803681,0.0119047619047619,0.00743494423791822
592402,"St Albans East",114,114,78,4581,4770,4695,0.0248853962017027,0.0238993710691824,0.0166134185303514
592500,"Mairehau",60,60,51,2829,2973,2991,0.0212089077412513,0.0201816347124117,0.0170511534603811
592600,"Edgeware",84,69,84,3309,3681,3954,0.0253853127833182,0.0187449062754686,0.0212443095599393
592701,"Shirley West",120,90,69,3537,3636,3624,0.0339270568278202,0.0247524752475248,0.0190397350993377
592702,"Shirley East",81,75,51,3336,3537,3456,0.0242805755395683,0.0212044105173876,0.0147569444444444
592811,"Burwood",27,21,21,2763,2868,1068,0.00977198697068404,0.00732217573221757,0.0196629213483146
592812,"Dallington",66,81,33,3534,3603,1863,0.0186757215619694,0.02248126561199,0.0177133655394525
592820,"Travis",33,39,33,2889,3006,2181,0.0114226375908619,0.0129740518962076,0.015130674002751
592900,"Avondale",75,84,45,4371,4293,2481,0.0171585449553878,0.0195667365478686,0.0181378476420798
593000,"Wainoni",105,96,93,2874,2859,2694,0.0365344467640919,0.0335781741867786,0.0345211581291759
593100,"Aranui",297,288,222,4530,4671,3810,0.0655629139072848,0.0616570327552987,0.0582677165354331
593200,"Richmond North",81,84,54,2901,2937,2310,0.0279214064115822,0.0286006128702758,0.0233766233766234
593300,"Richmond South",81,57,54,2409,2469,1998,0.0336239103362391,0.023086269744836,0.027027027027027
593400,"Avonside",87,78,63,3192,3240,1824,0.0272556390977444,0.0240740740740741,0.0345394736842105
593501,"Linwood",153,141,159,4137,4587,4293,0.0369833212472806,0.0307390451275343,0.037037037037037
593502,"Phillipstown",144,156,129,3156,3489,3786,0.0456273764258555,0.0447119518486672,0.0340729001584786
593600,"Linwood North",87,87,96,2391,2547,2406,0.0363864491844417,0.0341578327444052,0.0399002493765586
593700,"Linwood East",63,63,75,1791,1890,2001,0.0351758793969849,0.0333333333333333,0.0374812593703148
593800,"Bexley",138,156,78,3921,4134,2376,0.035195103289977,0.0377358490566038,0.0328282828282828
593900,"Bromley",117,114,102,2880,2973,2910,0.040625,0.0383451059535822,0.0350515463917526
594010,"Woolston West",90,111,141,3249,3339,3408,0.0277008310249307,0.0332434860736747,0.0413732394366197
594020,"Ferrymead",63,48,66,2565,2964,3210,0.0245614035087719,0.0161943319838057,0.0205607476635514
594100,"Woolston South",90,96,69,2283,2394,2346,0.0394218134034166,0.0401002506265664,0.0294117647058824
594200,"Ensors",111,123,123,3372,3522,3657,0.0329181494661922,0.034923339011925,0.0336341263330599
594300,"Opawa",90,57,45,3408,3363,3066,0.0264084507042254,0.0169491525423729,0.0146771037181996
594400,"St Martins",45,42,51,4284,4452,4155,0.0105042016806723,0.00943396226415094,0.0122743682310469
594500,"Waltham",48,51,33,924,1071,1038,0.051948051948052,0.0476190476190476,0.0317919075144509
594600,"Sydenham",192,168,138,5166,5478,5913,0.0371660859465738,0.0306681270536692,0.0233384069000507
594700,"Addington",90,96,75,2712,3087,3675,0.0331858407079646,0.0310981535471331,0.0204081632653061
594800,"Barrington North",99,102,81,5154,5364,5490,0.0192083818393481,0.0190156599552573,0.0147540983606557
594900,"Barrington South",33,39,39,2925,2937,3087,0.0112820512820513,0.0132788559754852,0.0126336248785228
595000,"Spreydon",81,81,93,3216,3432,3549,0.0251865671641791,0.0236013986013986,0.0262045646661031
595100,"Hoon Hay",39,45,30,2871,2796,2862,0.0135841170323929,0.0160944206008584,0.010482180293501
595200,"Hoon Hay South",15,24,21,1935,2031,1953,0.00775193798449612,0.0118168389955687,0.010752688172043
595300,"Hillmorton",228,198,180,4515,4446,4476,0.0504983388704319,0.0445344129554656,0.0402144772117962
595400,"Somerfield",66,42,51,3321,3543,3660,0.019873532068654,0.0118543607112616,0.0139344262295082
595500,"Beckenham",30,27,21,2340,2451,2442,0.0128205128205128,0.011015911872705,0.0085995085995086
595600,"North Beach",105,108,123,4587,4677,4560,0.0228907782864617,0.0230917254650417,0.0269736842105263
595700,"Rawhiti",93,87,72,4494,4968,3594,0.020694259012016,0.017512077294686,0.0200333889816361
595800,"New Brighton",63,69,66,2502,2556,2442,0.0251798561151079,0.0269953051643192,0.027027027027027
595900,"South Brighton",63,63,48,3765,3645,3228,0.0167330677290837,0.0172839506172839,0.0148698884758364
596000,"Mt Pleasant",33,33,24,3984,4158,3252,0.00828313253012048,0.00793650793650794,0.00738007380073801
596101,"Avon-Heathcote Estuary",NA,NA,NA,0,0,0,NA,NA,NA
596102,"Moncks Bay",21,21,21,3360,3546,2922,0.00625,0.00592216582064298,0.00718685831622177
596200,"Sumner",45,39,33,3804,3981,3612,0.0118296529968454,0.00979653353428787,0.00913621262458472
596400,"Lyttelton",57,84,45,3045,3072,2859,0.0187192118226601,0.02734375,0.0157397691500525
596502,"Diamond Harbour",12,15,18,1266,1389,1467,0.00947867298578199,0.0107991360691145,0.0122699386503067
596503,"Governors Bay",6,12,6,795,870,870,0.00754716981132075,0.0137931034482759,0.00689655172413793
596504,"Quail Island",NA,NA,NA,0,0,0,NA,NA,NA
596600,"Port Levy",3,3,0,84,93,78,0.0357142857142857,0.032258064516129,0
596800,"Akaroa",12,6,15,573,570,624,0.0209424083769634,0.0105263157894737,0.0240384615384615
596901,"Akaroa Harbour",15,6,18,681,735,777,0.0220264317180617,0.00816326530612245,0.0231660231660232
596902,"Banks Peninsula Eastern Bays",15,9,9,408,396,462,0.0367647058823529,0.0227272727272727,0.0194805194805195
597000,"Chatham Islands",54,78,51,717,609,600,0.0753138075313808,0.12807881773399,0.085
597101,"Little River",12,15,15,960,1026,1098,0.0125,0.0146198830409357,0.0136612021857923
597102,"Inland Water-Lake Ellesmere South",NA,NA,NA,0,0,0,NA,NA,NA
597200,"Lincoln",18,21,21,2208,2832,3924,0.00815217391304348,0.00741525423728814,0.00535168195718654
597300,"Leeston",9,12,15,1209,1299,1506,0.00744416873449132,0.0092378752886836,0.0099601593625498
597400,"Southbridge",12,12,6,720,735,861,0.0166666666666667,0.0163265306122449,0.00696864111498258
597503,"Dunsandel",3,6,3,402,429,471,0.00746268656716418,0.013986013986014,0.00636942675159236
597505,"Inland Water-Lake Ellesmere North",NA,NA,NA,0,0,0,NA,NA,NA
597506,"Selwyn-Rakaia",30,51,54,3150,3459,3921,0.00952380952380952,0.0147441457068517,0.0137719969395562
597507,"Rolleston North West",15,9,15,492,579,1797,0.0304878048780488,0.0155440414507772,0.00834724540901502
597508,"Rolleston Central",21,27,30,816,2313,2976,0.0257352941176471,0.0116731517509728,0.0100806451612903
597509,"Rolleston North East",6,12,39,687,1098,2193,0.00873362445414847,0.0109289617486339,0.0177838577291382
597510,"Rolleston South West",0,0,12,222,447,1974,0,0,0.0060790273556231
597512,"Springston",27,18,27,2346,2550,3033,0.0115089514066496,0.00705882352941176,0.00890207715133531
597513,"Rolleston South East",0,3,3,447,516,612,0,0.00581395348837209,0.00490196078431373
597600,"Methven",6,18,18,1182,1398,1707,0.0050761421319797,0.0128755364806867,0.0105448154657293
597712,"Plains Railway",3,3,3,393,552,585,0.00763358778625954,0.00543478260869565,0.00512820512820513
597713,"Ashburton North",0,0,3,165,237,273,0,0,0.010989010989011
597714,"Fairton",9,6,12,594,672,708,0.0151515151515152,0.00892857142857143,0.0169491525423729
597715,"Ashburton East",0,3,0,303,342,330,0,0.0087719298245614,0
597720,"Mt Somers",12,9,21,2259,2289,2646,0.00531208499335989,0.00393184796854522,0.00793650793650794
597730,"Hinds",24,27,48,3447,3795,4614,0.00696257615317668,0.00711462450592885,0.0104031209362809
597741,"Chertsey",15,15,27,2043,2208,2493,0.00734214390602056,0.00679347826086957,0.0108303249097473
597742,"Rakaia",9,3,9,837,942,1110,0.010752688172043,0.00318471337579618,0.00810810810810811
597811,"Allenton West",18,36,54,1848,1857,2052,0.00974025974025974,0.0193861066235864,0.0263157894736842
597812,"Allenton East",18,24,33,3345,3702,4131,0.00538116591928251,0.00648298217179903,0.00798838053740015
597820,"Ashburton Central West",6,12,12,1053,1041,1038,0.0056980056980057,0.0115273775216138,0.0115606936416185
597830,"Netherby",27,39,72,1461,1488,1824,0.0184804928131417,0.0262096774193548,0.0394736842105263
597840,"Ashburton Central East",18,24,45,1485,1551,1719,0.0121212121212121,0.0154738878143133,0.0261780104712042
597850,"Hampstead",51,36,57,2325,2475,2733,0.0219354838709677,0.0145454545454545,0.0208562019758507
597860,"Tinwald",30,30,39,2706,2823,3075,0.0110864745011086,0.0106269925611052,0.0126829268292683
598000,"Winchester",9,9,6,261,264,264,0.0344827586206897,0.0340909090909091,0.0227272727272727
598201,"Fairview-Scarborough",6,6,6,519,543,558,0.0115606936416185,0.0110497237569061,0.010752688172043
598202,"Otipua Creek-Washdyke Flat",0,0,0,489,609,612,0,0,0
598311,"Ben Mcleod",0,0,0,63,54,72,0,0,0
598312,"Orari",48,60,51,3714,4092,4674,0.012924071082391,0.0146627565982405,0.0109114249037227
598313,"Levels",21,36,30,3258,3666,3807,0.00644567219152855,0.00981996726677578,0.00788022064617809
598314,"Pareora",12,6,3,465,447,429,0.0258064516129032,0.0134228187919463,0.00699300699300699
598320,"Pleasant Point",12,15,21,1161,1170,1278,0.0103359173126615,0.0128205128205128,0.0164319248826291
598500,"Geraldine",18,27,30,2205,2244,2301,0.00816326530612245,0.0120320855614973,0.0130378096479791
598600,"Temuka",105,87,108,3993,4044,4047,0.0262960180315552,0.021513353115727,0.0266864343958488
598700,"Washdyke",12,6,9,942,936,864,0.0127388535031847,0.00641025641025641,0.0104166666666667
598800,"Waimataitai",12,12,24,1242,1194,1230,0.00966183574879227,0.0100502512562814,0.0195121951219512
598900,"Marchwiel",75,45,66,3744,3675,3783,0.0200320512820513,0.0122448979591837,0.0174464710547185
599000,"Maori Park",18,9,21,1041,1002,975,0.0172910662824208,0.00898203592814371,0.0215384615384615
599100,"Highfield",33,30,33,3408,3411,3300,0.0096830985915493,0.00879507475813544,0.01
599200,"Glenwood",15,27,21,1695,1653,1752,0.00884955752212389,0.0163339382940109,0.011986301369863
599300,"Gleniti",9,6,9,2025,2163,2388,0.00444444444444444,0.00277392510402219,0.00376884422110553
599400,"Fraser Park",36,18,27,2790,2802,2808,0.0129032258064516,0.00642398286937901,0.00961538461538462
599500,"Seaview",54,45,39,2505,2589,2412,0.0215568862275449,0.0173812282734647,0.0161691542288557
599600,"Watlington",27,27,33,2256,2253,2298,0.011968085106383,0.0119840213049268,0.0143603133159269
599700,"Parkside",39,45,39,2412,2424,2493,0.0161691542288557,0.0185643564356436,0.0156438026474128
599800,"Timaru Gardens",33,15,33,1614,1548,1518,0.0204460966542751,0.00968992248062015,0.0217391304347826
599900,"Redruth",0,0,0,66,78,66,0,0,0
600100,"Twizel Community",18,15,21,1011,1017,1137,0.0178041543026706,0.0147492625368732,0.0184696569920844
600200,"Fairlie",6,9,12,723,717,693,0.00829875518672199,0.0125523012552301,0.0173160173160173
600312,"Mt Cook",3,6,6,237,210,195,0.0126582278481013,0.0285714285714286,0.0307692307692308
600320,"Lake Tekapo",0,3,0,303,315,369,0,0.00952380952380952,0
600321,"Inland Water-Lake Alexandrina",NA,NA,NA,0,0,0,NA,NA,NA
600322,"Inland Water-Lake Tekapo",NA,NA,NA,0,0,0,NA,NA,NA
600323,"Mackenzie",12,9,18,1443,1536,1767,0.00831600831600832,0.005859375,0.0101867572156197
600410,"Waihao",57,54,54,4161,4197,4581,0.0136986301369863,0.0128663330950679,0.0117878192534381
600420,"St Andrews",0,0,3,183,177,180,0,0,0.0166666666666667
600500,"Waimate",42,21,57,2757,2835,2778,0.015233949945593,0.00740740740740741,0.0205183585313175
600600,"Weston",6,9,3,708,762,807,0.00847457627118644,0.0118110236220472,0.00371747211895911
600811,"Pukeuri",3,0,0,183,189,210,0.0163934426229508,0,0
600812,"Ardgowan",3,6,3,459,501,660,0.0065359477124183,0.0119760479041916,0.00454545454545455
600813,"Cape Wanbrow",0,0,0,261,291,318,0,0,0
600822,"Duntroon",0,0,3,117,114,87,0,0,0.0344827586206897
600824,"Kurow",9,6,6,387,339,312,0.0232558139534884,0.0176991150442478,0.0192307692307692
600826,"Maheno",39,57,33,3573,3705,3897,0.0109151973131822,0.0153846153846154,0.00846805234795997
600827,"Omarama",6,3,0,279,231,270,0.021505376344086,0.012987012987013,0
600828,"Kakanui",9,6,6,414,414,372,0.0217391304347826,0.0144927536231884,0.0161290322580645
600830,"Otematata",6,3,3,243,189,186,0.0246913580246914,0.0158730158730159,0.0161290322580645
600831,"Aviemore",3,3,6,537,663,765,0.00558659217877095,0.00452488687782805,0.00784313725490196
600832,"Inland Water-Lake Ohau",NA,NA,NA,0,9,0,NA,NA,NA
600840,"Hampden",12,6,6,306,297,300,0.0392156862745098,0.0202020202020202,0.02
601010,"Oamaru North",39,51,27,3192,3156,3294,0.012218045112782,0.0161596958174905,0.00819672131147541
601020,"Orana Park",36,27,21,2499,2367,2367,0.014405762304922,0.0114068441064639,0.00887198986058302
601030,"Oamaru Central",42,39,39,2502,2520,2475,0.0167865707434053,0.0154761904761905,0.0157575757575758
601040,"Oamaru South",21,21,18,2892,2895,2913,0.00726141078838174,0.00725388601036269,0.00617919670442842
601200,"Palmerston",15,15,12,810,801,795,0.0185185185185185,0.0187265917602996,0.0150943396226415
601301,"Waihemo",9,9,6,636,675,705,0.0141509433962264,0.0133333333333333,0.00851063829787234
601302,"Hyde",0,0,0,66,60,72,0,0,0
601400,"Waikouaiti",15,18,21,1098,1095,1125,0.0136612021857923,0.0164383561643836,0.0186666666666667
601500,"Aramoana",3,3,3,261,264,270,0.0114942528735632,0.0113636363636364,0.0111111111111111
601602,"Waitati",36,24,18,495,501,513,0.0727272727272727,0.0479041916167665,0.0350877192982456
601603,"Evansdale",33,15,21,1191,1281,1482,0.0277078085642317,0.0117096018735363,0.01417004048583
601604,"Karitane",21,9,15,396,345,360,0.053030303030303,0.0260869565217391,0.0416666666666667
601605,"Warrington",12,12,15,396,426,447,0.0303030303030303,0.028169014084507,0.0335570469798658
601700,"Nenthorn",0,0,0,93,93,93,0,0,0
601900,"Fairfield",15,18,18,2031,2265,2382,0.00738552437223043,0.00794701986754967,0.00755667506297229
602000,"Brighton",45,24,33,1452,1452,1422,0.0309917355371901,0.0165289256198347,0.0232067510548523
602100,"Waldronville",6,3,6,546,531,522,0.010989010989011,0.00564971751412429,0.0114942528735632
602200,"Outram",9,6,12,612,642,708,0.0147058823529412,0.00934579439252336,0.0169491525423729
602300,"Middlemarch",6,15,6,186,165,156,0.032258064516129,0.0909090909090909,0.0384615384615385
602411,"Wyllies Crossing",3,0,3,288,291,321,0.0104166666666667,0,0.00934579439252336
602412,"Wingatui",6,6,9,978,1176,1560,0.00613496932515337,0.00510204081632653,0.00576923076923077
602421,"Kaikorai Hill",6,3,3,477,531,612,0.0125786163522013,0.00564971751412429,0.00490196078431373
602422,"Saddle Hill",6,6,6,504,663,963,0.0119047619047619,0.00904977375565611,0.00623052959501558
602500,"Taieri",33,18,27,2394,2700,2922,0.0137844611528822,0.00666666666666667,0.00924024640657084
602600,"Strath Taieri",3,9,3,402,432,432,0.00746268656716418,0.0208333333333333,0.00694444444444444
602800,"Harbourside",NA,0,NA,30,42,21,NA,0,NA
602900,"Fernhill",63,36,48,1605,1863,1731,0.0392523364485981,0.0193236714975845,0.0277296360485269
603000,"High St-Stuart St",66,51,33,2322,2406,2352,0.0284237726098191,0.0211970074812968,0.014030612244898
603100,"Stuart St-Frederick St",54,66,39,2394,2970,3099,0.0225563909774436,0.0222222222222222,0.0125847047434656
603210,"Opoho",27,18,18,1260,1242,1209,0.0214285714285714,0.0144927536231884,0.0148883374689826
603220,"Forrester Park",21,21,9,831,810,804,0.0252707581227437,0.0259259259259259,0.0111940298507463
603300,"North East Valley",147,108,93,4266,4413,4614,0.0344585091420534,0.0244731475186948,0.0201560468140442
603400,"Pine Hill",66,78,60,2262,2466,2337,0.0291777188328912,0.0316301703163017,0.0256739409499358
603500,"Woodhaugh",24,18,12,792,837,795,0.0303030303030303,0.021505376344086,0.0150943396226415
603601,"North Dunedin",87,84,45,2994,3417,3468,0.0290581162324649,0.0245829675153644,0.0129757785467128
603602,"Otago University",96,69,90,4050,4980,5082,0.0237037037037037,0.013855421686747,0.0177095631641086
603710,"Maori Hill",18,15,9,1956,1824,1875,0.00920245398773006,0.00822368421052632,0.0048
603720,"Balmacewen",6,6,18,690,690,753,0.00869565217391304,0.00869565217391304,0.0239043824701195
603810,"Glenleith",18,3,9,627,639,609,0.0287081339712919,0.00469483568075117,0.0147783251231527
603820,"Helensburgh",18,12,15,990,1008,1053,0.0181818181818182,0.0119047619047619,0.0142450142450142
603910,"Wakari",51,57,57,3108,3069,3123,0.0164092664092664,0.0185728250244379,0.0182516810758886
603920,"Halfway Bush",33,33,33,1929,1890,1863,0.0171073094867807,0.0174603174603175,0.0177133655394525
603930,"Brockville",132,102,90,3405,3390,3294,0.0387665198237885,0.0300884955752212,0.0273224043715847
604010,"Roslyn North",24,21,15,1635,1713,1881,0.0146788990825688,0.0122591943957968,0.00797448165869218
604020,"Roslyn South",18,12,18,2292,2301,2256,0.00785340314136126,0.00521512385919166,0.00797872340425532
604110,"Mornington",72,72,54,3408,3393,3267,0.0211267605633803,0.0212201591511936,0.0165289256198347
604120,"Belleknowes",27,24,21,1743,1794,1722,0.0154905335628227,0.0133779264214047,0.0121951219512195
604130,"Kenmure",27,21,18,1818,1863,1803,0.0148514851485149,0.0112721417069243,0.00998336106489185
604210,"Caversham",183,132,114,5016,5058,4851,0.0364832535885167,0.0260972716488731,0.0235003092145949
